Team 1 Compo,Team 2 Compo,Victory
"['Jhin', 'Nunu & Willump', 'Shen', 'Thresh', 'Yasuo']","['Darius', 'Ekko', 'Jinx', 'Pyke', 'Twitch']",0
"['Galio', 'Illaoi', 'Pyke', 'Sejuani', 'Vayne']","['Alistar', 'Aphelios', 'Mordekaiser', 'Shaco', 'Yone']",0
"['Akali', 'Jinx', 'Ornn', 'Pantheon', 'Trundle']","['Ahri', 'Gnar', 'Lucian', 'Pyke', 'Shyvana']",0
"['Akali', 'Blitzcrank', 'Draven', 'Kayn', 'Kayle']","['Evelynn', 'Ezreal', 'Zed', 'Ziggs', 'Kayle']",0
"['Katarina', 'Pyke', 'Sett', 'Shaco', 'Tristana']","['Annie', 'Janna', 'Twitch', 'Vi', 'Yone']",0
"['Ekko', 'Jinx', 'Kayle', 'Orianna', 'Yasuo']","['Jhin', 'Olaf', 'Syndra', 'Tryndamere', 'Zyra']",1
"['Ashe', 'Darius', 'Senna', 'Sett', 'Shyvana']","['Lulu', 'Rengar', 'Vayne', 'Volibear', 'Yasuo']",1
"['Ashe', 'Lee Sin', 'Shen', 'Sona', 'Zed']","['Elise', 'Kayle', 'Vayne', 'Xerath', 'Yone']",1
"['Fizz', ""Kai'Sa"", 'Leona', 'Master Yi', 'Yone']","['Draven', 'Elise', 'Sett', 'Viktor', 'Yorick']",0
"['Blitzcrank', 'Morgana', 'Sylas', 'Tristana', 'Zoe']","['Annie', 'Ashe', 'Irelia', 'Kayn', 'Lux']",1
"['Darius', 'Senna', 'Tristana', 'Warwick', 'Yorick']","['Fizz', 'Jhin', 'Master Yi', 'Sett', 'Yuumi']",1
"['Jinx', 'Kayn', 'Lux', 'Renekton', 'Viktor']","['Amumu', 'Ekko', 'Jhin', 'Leona', 'Urgot']",1
"['Jinx', 'Poppy', 'Sion', 'Thresh', 'Viktor']","['Brand', 'Darius', ""Kai'Sa"", 'Vi', 'Yorick']",1
"['Ashe', 'Jax', 'Leona', 'Nasus', 'Yorick']","['LeBlanc', 'Nami', 'Senna', 'Shyvana', 'Urgot']",1
"['Nautilus', 'Neeko', 'Sion', 'Wukong', 'Miss Fortune']","['Nasus', 'Soraka', 'Udyr', 'Xin Zhao', 'Miss Fortune']",1
"['Blitzcrank', 'Jhin', 'Mordekaiser', 'Udyr', 'Vladimir']","['Alistar', 'Caitlyn', 'Heimerdinger', 'Jayce', 'Kayn']",1
"['Lucian', 'Malphite', 'Malzahar', 'Shen', 'Udyr']","['Blitzcrank', 'Miss Fortune', 'Trundle', 'Yasuo', 'Zoe']",0
"['Ashe', 'Jax', 'Senna', ""Vel'Koz"", 'Volibear']","[""Kha'Zix"", 'Lucian', 'Soraka', 'Urgot', 'Yone']",0
"['Ezreal', ""Kha'Zix"", 'Kled', 'Lux', 'Yasuo']","['Lee Sin', 'Malzahar', 'Senna', 'Taric', 'Urgot']",1
"['Aphelios', 'Galio', 'Renekton', 'Sett', 'Shaco']","['Annie', 'Blitzcrank', 'Gnar', 'Nocturne', 'Vayne']",0
"['Fizz', 'Kayn', 'Lux', 'Nautilus', 'Xayah']","['Ashe', 'Fiora', 'Garen', 'Master Yi', 'Pyke']",0
"['Darius', 'Kassadin', 'Lucian', 'Morgana', 'Vi']","['Galio', 'Kayn', 'Sivir', 'Thresh', 'Wukong']",0
"['Ekko', 'Karma', 'Miss Fortune', 'Warwick', 'Yasuo']","['Akali', 'Caitlyn', 'Jax', 'Malphite', 'Thresh']",0
"[""Cho'Gath"", 'Lucian', 'Talon', 'Tryndamere', ""Vel'Koz""]","['Ashe', 'Fiora', ""Kha'Zix"", 'Poppy', 'Veigar']",0
"['Caitlyn', 'Heimerdinger', 'Jax', 'Morgana', 'Urgot']","['Brand', 'Garen', 'Lucian', 'Miss Fortune', 'Udyr']",0
"['Aphelios', 'Heimerdinger', 'Kayn', 'Lux', 'Sion']","['Akali', 'Evelynn', 'Garen', 'Jinx', 'Nautilus']",1
"['Brand', ""Kai'Sa"", 'Lux', 'Nasus', 'Nunu & Willump']","['Caitlyn', 'Morgana', 'Rengar', 'Swain', ""Vel'Koz""]",1
"['Ekko', 'Garen', 'Katarina', 'Miss Fortune', ""Vel'Koz""]","['Elise', 'Lucian', 'Morgana', 'Nasus', 'Yone']",0
"[""Cho'Gath"", 'Jhin', 'Nami', 'Olaf', 'Quinn']","['Jayce', 'Kayn', 'Lulu', 'Miss Fortune', 'Viktor']",1
"['Nidalee', 'Quinn', 'Yasuo', 'Yone', 'Zed']","['Gnar', 'Lee Sin', 'Thresh', 'Vayne', 'Viktor']",0
"['Akali', 'Ezreal', 'Nasus', 'Nocturne', 'Zyra']","['Ahri', 'Camille', 'Lee Sin', 'Pyke', 'Tristana']",1
"['Malphite', 'Morgana', 'Nasus', 'Tristana', 'Tryndamere']","['Caitlyn', 'Jax', 'Swain', 'Volibear', 'Yasuo']",0
"['Camille', 'Master Yi', 'Vi', 'Yasuo', 'Zoe']","['Akali', 'Amumu', 'Fiora', 'Pyke', 'Xayah']",0
"['Janna', ""Kai'Sa"", 'Kled', 'Volibear', 'Yone']","['Akali', 'Jayce', 'Lucian', 'Nami', 'Nidalee']",0
"['Braum', 'Hecarim', 'Lucian', 'Sett', 'Yone']","['Dr. Mundo', ""Kai'Sa"", 'Kayn', 'Yasuo', 'Yuumi']",0
"[""Kai'Sa"", 'Shen', 'Shyvana', 'Yone', 'Zed']","['Akali', 'Thresh', 'Vayne', 'Yasuo', 'Zac']",0
"['Blitzcrank', 'Jayce', 'Kalista', 'Rumble', 'Sett']","['Corki', 'Fiora', 'Karma', 'Lucian', 'Zac']",0
"['Darius', 'Hecarim', 'Nami', 'Sylas', 'Vayne']","['Akali', 'Aphelios', 'Ekko', 'Lulu', 'Sett']",0
"['Akali', 'Blitzcrank', 'Jayce', 'Jhin', 'Zac']","['Aphelios', 'Garen', ""Kha'Zix"", 'Ryze', 'Thresh']",1
"['Darius', 'Ekko', 'Jarvan IV', 'Lux', 'Miss Fortune']","['Caitlyn', 'Kayle', 'Sona', 'Volibear', 'Yone']",1
"['Alistar', 'Azir', 'Jayce', 'Jinx', ""Rek'Sai""]","['Kled', 'Lucian', 'Lulu', 'Sett', 'Yone']",0
"['Aphelios', 'Darius', 'Kayn', 'LeBlanc', 'Thresh']","['Galio', 'Rengar', 'Senna', 'Volibear', 'Zilean']",0
"['Ashe', 'Braum', 'Fiddlesticks', 'Malphite', 'Urgot']","['Elise', 'Leona', 'Miss Fortune', 'Nasus', 'Yasuo']",1
"['Ashe', 'Lee Sin', 'Senna', 'Twisted Fate', 'Yorick']","['Alistar', 'Kayn', 'Lucian', 'Poppy', 'Veigar']",1
"['Ekko', ""Kai'Sa"", 'Lux', 'Olaf', 'Yorick']","['Ashe', 'Orianna', 'Sett', 'Urgot', 'Vi']",1
"['Bard', 'Ezreal', 'Kayn', 'Rengar', 'Ziggs']","['Ashe', 'Fiddlesticks', 'Lux', 'Riven', 'Urgot']",1
"['Alistar', 'Darius', 'Lee Sin', 'Tristana', 'Veigar']","['Ezreal', 'Mordekaiser', 'Nautilus', 'Quinn', 'Sylas']",1
"['Jhin', 'Lux', 'Vi', 'Vladimir', 'Yasuo']","['Aatrox', ""Kha'Zix"", 'Leona', 'Shen', 'Vayne']",1
"['Graves', 'Jinx', 'LeBlanc', 'Maokai', 'Sona']","['Akali', 'Morgana', 'Nami', 'Vayne', 'Vi']",0
"['Ekko', 'Jax', 'Jhin', 'Nautilus', 'Rammus']","['Aatrox', 'Janna', ""Kai'Sa"", 'Sylas', 'Teemo']",1
"['Ashe', 'Garen', 'Irelia', 'Shyvana', 'Thresh']","['Ezreal', 'Karma', 'Kayle', 'Shaco', 'Sion']",0
"['Darius', 'Jarvan IV', 'Kassadin', 'Lucian', 'Lulu']","['Ashe', 'Lillia', 'Senna', 'Sett', 'Yone']",0
"['Hecarim', ""Kai'Sa"", 'Mordekaiser', 'Syndra', ""Vel'Koz""]","['Aphelios', 'Graves', 'Morgana', 'Shen', 'Sylas']",1
"['Irelia', 'Kayle', 'Miss Fortune', 'Sona', 'Volibear']","['Akali', 'Caitlyn', 'Kayn', 'Senna', 'Tristana']",1
"['Ekko', 'Jhin', 'Maokai', 'Mordekaiser', 'Veigar']","['Malphite', 'Nautilus', 'Sivir', 'Yone', 'Zoe']",1
"['Brand', 'Heimerdinger', 'Jhin', 'Master Yi', 'Tahm Kench']","['Ashe', 'Garen', 'Lulu', 'Xin Zhao', 'Yone']",1
"['Amumu', 'Blitzcrank', 'Darius', 'Ezreal', 'Yone']","['Jinx', 'Lillia', 'Nautilus', 'Shen', 'Zed']",0
"['Akali', 'Jax', 'Senna', 'Tristana', 'Wukong']","['Ashe', 'Jarvan IV', 'Katarina', 'Lux', 'Urgot']",1
"['Akali', 'Bard', 'Ezreal', 'Graves', 'Jax']","['Annie', 'Brand', 'Hecarim', 'Lucian', 'Vladimir']",0
"['Caitlyn', 'Jarvan IV', 'Leona', 'Lux', 'Sett']","['Garen', ""Kha'Zix"", 'LeBlanc', 'Miss Fortune', 'Thresh']",0
"['Gnar', 'Olaf', 'Rakan', 'Sion', 'Xayah']","['Ezreal', 'Heimerdinger', 'Morgana', 'Nidalee', 'Yone']",0
"['Ahri', 'Darius', 'Ezreal', 'Lux', 'Sylas']","['Brand', 'Kayn', 'Kindred', 'Miss Fortune', 'Senna']",0
"['Caitlyn', 'Darius', 'Kennen', 'Sett', 'Yone']","['Illaoi', 'Jhin', 'Nautilus', 'Orianna', 'Warwick']",0
"['Caitlyn', 'Darius', 'Fiddlesticks', 'Pyke', 'Qiyana']","['Ahri', 'Jinx', 'Kayle', 'Pantheon', 'Warwick']",0
"['Amumu', 'Jinx', 'Morgana', 'Yone', 'Sett']","['Ekko', 'Jhin', 'Nocturne', 'Senna', 'Sett']",1
"['Aatrox', 'Caitlyn', 'Katarina', 'Leona', 'Sett']","['Jhin', 'Lillia', 'Shen', 'Veigar', 'Yasuo']",1
"['Draven', 'Ekko', 'Malphite', 'Nocturne', 'Veigar']","['Caitlyn', 'Elise', 'Fizz', 'Miss Fortune', 'Soraka']",1
"['Akali', 'Evelynn', 'Miss Fortune', 'Xayah', 'Yone']","['Caitlyn', 'Malphite', 'Vi', 'Yasuo', 'Yone']",1
"['Jhin', 'Riven', 'Sylas', 'Veigar', 'Zyra']","['Ahri', 'Diana', 'Ezreal', 'Fiora', 'Yuumi']",0
"['Ashe', 'Darius', 'LeBlanc', 'Nocturne', 'Soraka']","['Caitlyn', 'Ekko', 'Nami', 'Riven', 'Zoe']",1
"['Kassadin', 'Lillia', 'Renekton', 'Senna', 'Vayne']","['Akali', 'Ezreal', 'Nunu & Willump', 'Sett', 'Yone']",1
"['Lee Sin', 'Pyke', 'Riven', 'Yuumi', 'Ashe']","['Evelynn', 'Jhin', 'Nautilus', 'Xerath', 'Ashe']",0
"['Brand', 'Jinx', 'Lux', 'Nasus', 'Yone']","['Kayle', 'Master Yi', 'Mordekaiser', 'Senna', 'Yone']",1
"['Ahri', 'Draven', 'Pyke', 'Vi', 'Yone']","['Kassadin', 'Lux', 'Sion', 'Vayne', 'Warwick']",0
"['Neeko', 'Senna', 'Shen', 'Warwick', 'Yuumi']","['Ahri', 'Jhin', 'Kayn', 'Volibear', 'Yasuo']",0
"['Ahri', 'Akali', 'Garen', ""Kai'Sa"", 'Kayn']","['Fiora', 'Heimerdinger', 'Morgana', 'Shyvana', 'Tristana']",1
"['Caitlyn', 'Graves', 'Lux', 'Malzahar', 'Renekton']","['Garen', 'Irelia', ""Kai'Sa"", 'Lulu', 'Nunu & Willump']",1
"['Galio', 'Jhin', 'Kayn', 'Pyke', 'Teemo']","['Camille', 'Leona', 'Nunu & Willump', 'Vayne', 'Zed']",1
"['Cassiopeia', 'Ezreal', 'Jayce', 'Kayn', 'Nami']","['Miss Fortune', 'Mordekaiser', 'Pyke', 'Vi', 'Zoe']",1
"['Ezreal', 'Nunu & Willump', 'Pyke', 'Sion', 'Syndra']","[""Cho'Gath"", 'Jhin', 'Morgana', 'Sejuani', 'Yone']",0
"['Braum', 'Lucian', 'Poppy', 'Vayne', 'Zoe']","['Ezreal', 'Jax', 'Leona', 'Mordekaiser', 'Xerath']",1
"['Katarina', 'Malphite', 'Nidalee', 'Shen', 'Yasuo']","['Ashe', 'Nami', 'Olaf', 'Veigar', 'Wukong']",0
"['Caitlyn', 'Mordekaiser', 'Quinn', 'Sejuani', 'Sett']","['Draven', 'Gragas', 'Olaf', 'Veigar', 'Wukong']",0
"['Galio', 'Jinx', 'Mordekaiser', 'Warwick', 'Yuumi']","['Akali', 'Rakan', 'Teemo', 'Wukong', 'Xayah']",1
"['Garen', 'Jinx', 'Kayn', 'Rakan', 'Veigar']","['Darius', 'Ekko', ""Kog'Maw"", 'Lucian', 'Senna']",0
"[""Kai'Sa"", 'Urgot', 'Veigar', 'Zac', 'Zyra']","['Kayle', 'Lucian', 'Morgana', 'Vi', 'Yasuo']",1
"['Ahri', 'Akali', 'Draven', 'Hecarim', 'Rakan']","['Brand', 'Jhin', 'Karthus', 'Morgana', 'Ornn']",0
"['Ashe', 'Fiddlesticks', 'Galio', 'Sett', 'Shen']","['Katarina', 'Miss Fortune', 'Nasus', 'Nocturne', 'Yorick']",1
"['Ahri', 'Braum', 'Jax', 'Jhin', 'Tahm Kench']","['Ashe', 'Blitzcrank', 'Illaoi', 'Master Yi', 'Vladimir']",0
"['Draven', 'Garen', 'Graves', 'Xerath', 'Yone']","['Amumu', 'Corki', 'Pyke', 'Zed', 'Zoe']",1
"['Akali', 'Jhin', 'Kayn', 'Kled', 'Nami']","['Annie', 'Caitlyn', 'Darius', 'Hecarim', 'Lulu']",1
"['Akali', 'Jhin', 'Nunu & Willump', 'Shen', 'Yuumi']","['Fizz', 'Garen', ""Kai'Sa"", 'Pyke', 'Rengar']",0
"['Diana', 'Kindred', 'Lulu', 'Twitch', 'Yorick']","['Aatrox', 'Akali', 'Jhin', 'Nami', 'Rengar']",0
"['Caitlyn', 'Ekko', 'Poppy', 'Riven', 'Yuumi']","['Lucian', 'Malzahar', 'Senna', 'Sylas', 'Warwick']",0
"['Blitzcrank', ""Cho'Gath"", 'Fiddlesticks', 'Miss Fortune', 'Zed']","['Darius', 'Nami', 'Olaf', 'Rakan', 'Twitch']",1
"['Diana', 'Lillia', 'Lulu', 'Ryze', 'Vayne']","['Fizz', 'Jax', 'Leona', 'Lucian', 'Twitch']",0
"['Caitlyn', 'Diana', 'Pyke', 'Shyvana', 'Tahm Kench']","['Darius', 'Fiddlesticks', 'Malzahar', 'Miss Fortune', 'Soraka']",1
"[""Cho'Gath"", 'Ekko', 'Jhin', 'Lulu', 'Yasuo']","['Graves', 'Renekton', 'Varus', 'Yuumi', 'Ziggs']",1
"['Ashe', 'Fizz', 'Lulu', 'Teemo', 'Zac']","['Annie', 'Fiora', 'Karma', 'Shyvana', 'Sivir']",1
"['Ekko', 'Sett', 'Vayne', 'Yone', 'Yuumi']","['Ashe', 'Diana', 'Jax', 'Lulu', 'Tryndamere']",0
"['Darius', 'Kayn', 'Pyke', 'Xayah', 'Yone']","['Aphelios', 'Diana', 'Lee Sin', 'Malphite', 'Renekton']",1
"['Lulu', 'Senna', 'Shyvana', 'Yone', 'Yasuo']","['Darius', 'Leona', 'Rengar', 'Warwick', 'Yasuo']",1
"['Fizz', 'Lux', 'Riven', 'Tryndamere', 'Xayah']","['Darius', 'Ezreal', 'Irelia', 'Morgana', 'Volibear']",0
"['Nami', 'Olaf', 'Rengar', 'Vayne', 'Zed']","['Akali', 'Miss Fortune', 'Riven', 'Soraka', 'Vi']",0
"['Ezreal', 'Galio', 'Nasus', 'Shaco', 'Vladimir']","['Ahri', 'Caitlyn', 'Jax', 'Lee Sin', 'Lux']",1
"['Draven', 'Ekko', 'Gangplank', 'Nautilus', ""Rek'Sai""]","['Akali', 'Caitlyn', 'Irelia', 'Lee Sin', 'Pyke']",0
"['Caitlyn', 'Gragas', 'Kayle', 'Lee Sin', 'Leona']","['Ashe', 'Irelia', 'Kayn', 'Lux', 'Orianna']",1
"['Riven', 'Sejuani', 'Tristana', 'Zed', 'Zyra']","['Blitzcrank', 'Camille', 'Hecarim', 'Kalista', 'Lux']",0
"['Brand', 'Darius', 'Ezreal', 'Fizz', 'Lee Sin']","['Jhin', 'Katarina', 'Nunu & Willump', 'Poppy', 'Yuumi']",1
"['Caitlyn', 'Camille', 'Lux', 'Malzahar', 'Vi']","['Fizz', 'Garen', 'Janna', 'Sejuani', 'Yasuo']",1
"['Hecarim', ""Kai'Sa"", 'Senna', 'Volibear', 'Ziggs']","['Elise', 'Lucian', 'Morgana', 'Nasus', 'Vladimir']",1
"['Kayn', 'Malzahar', 'Nautilus', 'Twitch', 'Yorick']","['Ashe', 'Fizz', 'Garen', 'Morgana', 'Shyvana']",0
"['Janna', 'Kindred', 'Mordekaiser', 'Vayne', 'Volibear']","['Caitlyn', 'Olaf', 'Senna', 'Shyvana', 'Yasuo']",0
"['Akali', 'Braum', 'Evelynn', ""Kai'Sa"", 'Kled']","['Garen', 'Jhin', 'Lillia', 'Nami', 'Yasuo']",1
"['Caitlyn', 'Shen', 'Sona', 'Vi', 'Zed']","['Jinx', 'Lulu', 'Mordekaiser', 'Twisted Fate', 'Zac']",1
"['Caitlyn', 'Ryze', 'Taric', 'Urgot', 'Zac']","['Ornn', 'Sett', 'Sylas', 'Tahm Kench', 'Xayah']",1
"['Ahri', 'Kalista', 'Lee Sin', 'Lillia', 'Zed']","['Neeko', 'Shen', 'Thresh', 'Warwick', 'Xayah']",1
"['Braum', 'Caitlyn', 'Fiora', 'Lillia', 'Zoe']","['Karma', 'Kayn', 'Orianna', 'Tristana', 'Vi']",0
"['Aatrox', 'Blitzcrank', 'Diana', 'Kayn', 'Tristana']","['Cassiopeia', ""Kha'Zix"", 'Malphite', 'Tryndamere', 'Varus']",1
"['Ekko', 'LeBlanc', 'Lux', 'Sion', 'Tristana']","['Kayn', 'Lucian', 'Rengar', 'Syndra', 'Zoe']",1
"['Ezreal', 'Fiora', 'Malzahar', 'Skarner', 'Pyke']","['Aphelios', 'Fiddlesticks', 'Kayle', 'Talon', 'Pyke']",0
"['Janna', 'Nunu & Willump', 'Urgot', 'Vayne', 'Yasuo']","['Akali', 'Hecarim', 'Lulu', 'Master Yi', 'Renekton']",0
"['Fiora', 'Miss Fortune', 'Rengar', 'Sona', 'Wukong']","['Jinx', 'Lux', 'Teemo', 'Thresh', 'Zed']",0
"['Ashe', 'Katarina', 'Poppy', 'Warwick', 'Yuumi']","['Akali', 'Caitlyn', 'Fiora', 'Shaco', 'Tryndamere']",0
"['Fiora', 'Heimerdinger', 'Nunu & Willump', 'Rammus', 'Miss Fortune']","['Garen', 'Kayn', 'Lux', 'Yone', 'Miss Fortune']",1
"['Pyke', 'Teemo', 'Vi', 'Yone', ""Kai'Sa""]","['Ashe', 'Sejuani', 'Ziggs', 'Zoe', ""Kai'Sa""]",1
"['Fizz', 'Jax', ""Kog'Maw"", 'Morgana', 'Vayne']","['Fiora', 'Master Yi', 'Miss Fortune', 'Mordekaiser', 'Xerath']",1
"['Akali', 'Fiora', 'Jhin', 'Veigar', 'Amumu']","['Ashe', 'Morgana', 'Pantheon', 'Shen', 'Amumu']",1
"['Ekko', 'Jhin', 'Katarina', 'Lillia', 'Riven']","['Akali', 'Ashe', ""Kha'Zix"", 'Pantheon', 'Renekton']",1
"['Gangplank', 'Yasuo', 'Yone', 'Pyke', 'Zed']","['Miss Fortune', 'Renekton', 'Riven', 'Pyke', 'Zed']",0
"['Lux', 'Master Yi', 'Riven', 'Veigar', 'Darius']","['Caitlyn', 'Pyke', 'Tristana', 'Warwick', 'Darius']",0
"['Ashe', 'Gangplank', 'Gragas', 'Lucian', 'Thresh']","['Darius', 'Jhin', 'Kayn', 'Senna', 'Veigar']",1
"['Kayn', 'Lee Sin', 'Lulu', 'Orianna', 'Veigar']","['Bard', 'Ezreal', 'Nocturne', 'Shen', 'Twisted Fate']",1
"['Fiora', 'Lee Sin', 'Lux', 'Swain', 'Xayah']","['Camille', 'Draven', 'Fizz', 'Nocturne', 'Rakan']",0
"['Caitlyn', 'Jinx', 'Master Yi', 'Sett', 'Taric']","['Akali', 'Ashe', 'Fiora', 'Nautilus', 'Trundle']",1
"['Kayle', 'Rakan', 'Volibear', 'Xayah', 'Ziggs']","['Ashe', 'Skarner', 'Sylas', 'Thresh', 'Urgot']",0
"['Akali', 'Leona', 'Nasus', 'Udyr', 'Yone']","['Galio', 'Karma', 'Nunu & Willump', 'Shen', 'Vayne']",1
"['Jhin', 'Leona', 'Lux', 'Pantheon', 'Sejuani']","['Ekko', 'Maokai', 'Pyke', 'Xayah', 'Zed']",1
"['Cassiopeia', 'Kayn', 'Lucian', 'Mordekaiser', 'Senna']","['Braum', 'Gragas', 'Miss Fortune', 'Riven', 'Yone']",0
"['Darius', 'Galio', 'Jinx', 'Nunu & Willump', ""Vel'Koz""]","['Jhin', 'Lee Sin', 'Morgana', 'Tryndamere', 'Vayne']",0
"['Irelia', 'Rakan', 'Vi', 'Xayah', 'Yone']","['Katarina', 'Lux', 'Varus', 'Vladimir', 'Warwick']",1
"['Garen', 'Jhin', ""Kha'Zix"", 'Morgana', 'Ryze']","['Caitlyn', 'Ekko', 'Orianna', 'Xerath', 'Ziggs']",1
"['Akali', 'Kayn', 'Lucian', 'Lux', 'Urgot']","['Garen', 'Leona', 'Miss Fortune', 'Vi', 'Yasuo']",1
"['Akali', 'Garen', ""Kai'Sa"", 'Malzahar', 'Rammus']","['Darius', 'Kayn', 'Miss Fortune', 'Nautilus', 'Zed']",0
"['Akali', 'Ivern', ""Kog'Maw"", 'Swain', 'Veigar']","['Evelynn', 'Garen', 'Jhin', 'Lux', 'Yone']",1
"['Gragas', 'Sona', 'Tristana', 'Vayne', 'Volibear']","['Leona', 'Malzahar', 'Miss Fortune', 'Riven', 'Veigar']",0
"['Aurelion Sol', 'Ekko', 'Ezreal', 'Jax', 'Pyke']","['Lucian', 'Malphite', 'Orianna', 'Sion', 'Vayne']",1
"['Ahri', 'Malphite', 'Shen', ""Vel'Koz"", 'Vladimir']","['Jinx', 'Mordekaiser', 'Shyvana', 'Yasuo', 'Yuumi']",0
"['Ahri', ""Kha'Zix"", 'Lucian', 'Senna', 'Teemo']","['Akali', 'Jarvan IV', 'Nami', 'Sion', 'Vayne']",0
"['Diana', 'Ornn', 'Sejuani', 'Vayne', 'Xerath']","['Caitlyn', 'LeBlanc', 'Master Yi', 'Mordekaiser', 'Pyke']",0
"['Anivia', 'Janna', 'Jarvan IV', 'Miss Fortune', 'Teemo']","['Kayn', 'Lucian', 'Thresh', 'Vayne', 'Vladimir']",1
"['Azir', 'Draven', 'Hecarim', 'Malphite', 'Renekton']","['Akali', 'Miss Fortune', 'Nunu & Willump', 'Shaco', 'Yone']",0
"['Diana', 'Garen', 'Jhin', 'Kayn', 'Thresh']","['Ashe', 'Janna', 'Lux', 'Mordekaiser', 'Zac']",1
"['Hecarim', 'Kayle', 'Varus', 'Vladimir', 'Zyra']","['Caitlyn', 'Diana', 'Galio', 'Olaf', 'Tryndamere']",1
"['Ezreal', 'Irelia', 'Leona', 'Lillia', 'Twitch']","['Garen', 'Jax', 'Jinx', 'Malzahar', 'Yuumi']",0
"['Amumu', 'Draven', 'Lux', 'Malzahar', 'Wukong']","['Ahri', 'Ashe', 'Irelia', 'Lulu', 'Nunu & Willump']",1
"['Irelia', 'Jhin', 'Rakan', 'Xerath', 'Zac']","['Kayle', 'Lux', 'Miss Fortune', 'Nocturne', 'Volibear']",0
"['Aatrox', 'Ashe', 'Kayn', 'Neeko', 'Yuumi']","['Ezreal', 'Fizz', 'Jax', 'Leona', 'Renekton']",1
"['Amumu', 'Caitlyn', 'Illaoi', 'Swain', 'Tahm Kench']","['Darius', 'Diana', 'Ezreal', 'Senna', 'Volibear']",0
"['Aatrox', 'Ekko', 'Miss Fortune', 'Nami', 'Yasuo']","['Caitlyn', 'Kayle', 'Pyke', 'Warwick', 'Ziggs']",1
"['Aatrox', 'Brand', ""Kai'Sa"", 'Lux', 'Warwick']","['Azir', 'Bard', 'Draven', 'Lee Sin', 'Ornn']",1
"['Aatrox', 'Ashe', 'Bard', 'Olaf', 'Sylas']","['Lillia', 'Lulu', 'Maokai', 'Tristana', 'Zed']",0
"['Bard', 'Kayle', 'Lucian', 'Rammus', 'Yasuo']","['Ashe', 'Garen', 'Kayn', 'Thresh', 'Yone']",0
"['Garen', 'Vayne', 'Yasuo', 'Yuumi', 'Zac']","['Akali', 'Brand', 'Camille', 'Jhin', 'Nautilus']",1
"['Illaoi', 'Irelia', 'Jax', 'Jhin', 'Swain']","['Azir', 'Karma', 'Urgot', 'Vayne', 'Yone']",0
"['Ashe', 'Blitzcrank', 'Garen', 'Ivern', 'Lux']","['Braum', 'Diana', 'Lillia', 'Skarner', 'Vayne']",0
"['Jhin', 'Kayn', 'Leona', 'Malphite', 'Ryze']","['Darius', 'Kindred', 'Lucian', 'Xerath', 'Yuumi']",1
"[""Kai'Sa"", 'Kayn', 'Lulu', 'Orianna', 'Poppy']","['Jhin', 'Lux', 'Sett', 'Thresh', 'Wukong']",0
"['Ezreal', 'Garen', 'LeBlanc', 'Rammus', ""Vel'Koz""]","['Kayn', 'Lucian', 'Lux', 'Senna', 'Teemo']",1
"['Ashe', 'Lulu', 'Master Yi', 'Shen', 'Swain']","['Akali', 'Draven', 'Lux', 'Nunu & Willump', 'Ornn']",1
"['Hecarim', 'Irelia', 'Jhin', 'Morgana', 'Orianna']","['Amumu', 'Kassadin', 'Lux', 'Riven', 'Vayne']",0
"['Ashe', 'Fizz', 'Morgana', 'Nunu & Willump', 'Sett']","['Ezreal', 'Kindred', 'Nami', 'Urgot', 'Vladimir']",0
"['Ekko', ""Kai'Sa"", 'Master Yi', 'Nami', 'Volibear']","['Irelia', 'Jhin', 'Leona', 'Rengar', 'Tryndamere']",0
"['Caitlyn', 'Morgana', 'Nunu & Willump', 'Pantheon', 'Viktor']","['Anivia', 'Galio', ""Kai'Sa"", 'Lulu', 'Vi']",1
"['Ahri', 'Fiddlesticks', 'Jax', ""Kai'Sa"", 'Nautilus']","['Ekko', 'Lux', 'Nami', 'Sett', 'Vayne']",1
"['Camille', 'Mordekaiser', 'Soraka', 'Warwick', 'Xayah']","['Ezreal', 'Garen', 'Lee Sin', 'Talon', 'Yuumi']",1
"['Ahri', 'Caitlyn', 'Dr. Mundo', 'Nami', 'Renekton']","['Ashe', 'Graves', 'Lux', 'Senna', 'Urgot']",1
"['Aphelios', 'Blitzcrank', 'Camille', 'Graves', 'Katarina']","['Ashe', 'Lux', 'Tristana', 'Urgot', 'Vi']",0
"['Caitlyn', 'Kayn', 'Leona', 'Malzahar', 'Riven']","['Jax', 'Sejuani', 'Sivir', ""Vel'Koz"", 'Xin Zhao']",0
"['Darius', 'Diana', 'Karthus', 'Lucian', 'Lulu']","['Brand', 'Caitlyn', 'Kassadin', 'Master Yi', 'Riven']",0
"['Maokai', 'Sejuani', 'Thresh', 'Vayne', 'Veigar']","['Ekko', 'Gnar', ""Kai'Sa"", 'Leona', 'Yasuo']",1
"['Aphelios', ""Kha'Zix"", 'LeBlanc', 'Lulu', 'Pantheon']","['Kayn', 'Lux', 'Senna', 'Wukong', 'Zed']",0
"['Darius', 'Ezreal', 'Fiddlesticks', 'Morgana', 'Zed']","['Diana', 'Malphite', 'Soraka', 'Vayne', 'Warwick']",0
"['Caitlyn', 'Jarvan IV', 'Mordekaiser', 'Rumble', 'Taric']","['Amumu', 'Ezreal', 'Lucian', 'Nasus', 'Thresh']",0
